"Manufacturers part number","Product Name","Main Features (Overview)","Bullet 1","Bullet 2","Bullet 3","Bullet 4","Bullet 5","Bullet 6","Bullet 7","Bullet 8","Bullet 9","Bullet 10","Bullet 11","Bullet 12","Bullet 13","Bullet 14","Bullet 15","Anti-Glare
","Anti-Reflective
","Aspect Ratio
","Filter Color
","Brand ","Brand of Device","Device Model Name
","Device Type
","Display Diagonal
","Durable Screen Protection
","Filter Type
","Orientation
","Privacy
","Scratch Resistant
","Screen Attachment

","Screen Format
","Touch Compatibility
","Viewing Area Dimensions - Metric (width x height)
","Viewing Area Dimensions (width x height)
","Warranty Period
","UPC ","Image ID","Image URL"
"HC270W9B409","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:823","Black","3M™","","","Monitors","841 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1412 mm x 337 mm","837 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381257","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B409","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:824","Black","3M™","","","Monitors","842 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1413 mm x 337 mm","838 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381258","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B410","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:825","Black","3M™","","","Monitors","843 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1414 mm x 337 mm","839 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381259","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B410","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:826","Black","3M™","","","Monitors","844 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1415 mm x 337 mm","840 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381260","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B411","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:827","Black","3M™","","","Monitors","845 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1416 mm x 337 mm","841 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381261","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B411","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:828","Black","3M™","","","Monitors","846 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1417 mm x 337 mm","842 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381262","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B412","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:829","Black","3M™","","","Monitors","847 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1418 mm x 337 mm","843 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381263","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B412","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:830","Black","3M™","","","Monitors","848 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1419 mm x 337 mm","844 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381264","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B413","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:831","Black","3M™","","","Monitors","849 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1420 mm x 337 mm","845 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381265","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B413","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:832","Black","3M™","","","Monitors","850 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1421 mm x 337 mm","846 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381266","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B414","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:833","Black","3M™","","","Monitors","851 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1422 mm x 337 mm","847 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381267","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B414","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:834","Black","3M™","","","Monitors","852 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1423 mm x 337 mm","848 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381268","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B415","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:835","Black","3M™","","","Monitors","853 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1424 mm x 337 mm","849 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381269","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B415","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:836","Black","3M™","","","Monitors","854 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1425 mm x 337 mm","850 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381270","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B416","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:837","Black","3M™","","","Monitors","855 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1426 mm x 337 mm","851 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381271","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B416","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:838","Black","3M™","","","Monitors","856 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1427 mm x 337 mm","852 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381272","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B417","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:839","Black","3M™","","","Monitors","857 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1428 mm x 337 mm","853 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381273","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B417","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:840","Black","3M™","","","Monitors","858 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1429 mm x 337 mm","854 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381274","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B418","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:841","Black","3M™","","","Monitors","859 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1430 mm x 337 mm","855 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381275","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B418","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:842","Black","3M™","","","Monitors","860 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1431 mm x 337 mm","856 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381276","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B419","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:843","Black","3M™","","","Monitors","861 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1432 mm x 337 mm","857 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381277","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B419","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:844","Black","3M™","","","Monitors","862 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1433 mm x 337 mm","858 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381278","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B420","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:845","Black","3M™","","","Monitors","863 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1434 mm x 337 mm","859 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381279","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B420","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:846","Black","3M™","","","Monitors","864 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1435 mm x 337 mm","860 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381280","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B421","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:847","Black","3M™","","","Monitors","865 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1436 mm x 337 mm","861 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381281","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC240W9B421","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:848","Black","3M™","","","Monitors","866 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1437 mm x 337 mm","862 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381282","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
"HC270W9B422","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 27"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:849","Black","3M™","","","Monitors","867 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","1438 mm x 337 mm","863 9/16"" x 13 1/4""","Limited 1-year warranty","00051128008041","1381283","http://multimedia.3m.com/mws/media/1380443Z/monitors-34872024558-bty-rgb-jpg.jpg"
