"","","","Bullets","","","","","","","","","","","","","","","Technical Specifications","","","","","","","","","","","","","","","","","","","","","","","","",""
"GF230W9B","3M™ Gold Privacy Filter for 23"" Widescreen Monitor","3M™ Gold Privacy Filter for 23"" Widescreen Monitor","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Perfectly suited for most of today’s high-resolution monitors and displays","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance ","","","","","No","No","16:9","Gold","3M™","","","Monitors","23 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","510 mm x 287 mm","20 1/16"" x 11 5/16""","Limited 1-year warranty","00051128006832","1198613","http://multimedia.3m.com/mws/media/1198613O/gf230w9b-3mtm-gold-filter-34871870803.png","","",""
"GF240W1B","3M™ Gold Privacy Filter for 24"" Widescreen Monitor (16:10)","3M™ Gold Privacy Filter for 24"" Widescreen Monitor (16:10)","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Perfectly suited for most of today’s high-resolution monitors and displays","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance ","","","","","No","No","16:10","Gold","3M™","","","Monitors","24 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","519 mm x 325 mm","20 7/16"" x 12 3/4""","Limited 1-year warranty","00051128006849","1198617","http://multimedia.3m.com/mws/media/1198617O/gf240w1b-3mtm-gold-filter-34871870811.png","","",""
"GF215W9B","3M™ Gold Privacy Filter for 21.5"" Widescreen Monitor ","3M™ Gold Privacy Filter for 21.5"" Widescreen Monitor ","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Perfectly suited for most of today’s high-resolution monitors and displays","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance ","","","","","No","No","16:9","Gold","3M™","","","Monitors","21.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","477 mm x 268 mm","18 3/4"" x 10 9/16""","Limited 1-year warranty","00051128006856","1198605","http://multimedia.3m.com/mws/media/1198605O/gf215w9b-3mtm-gold-filter-34871870829.png","","",""
"MPPGG002","3M™ Privacy Screen Protector for Google™ Nexus 5X","3M™ Privacy Screen Protector for Google™ Nexus 5X","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","","","","No","No","","Black","3M™","Google™","Nexus 5X","Smartphones","5.2 inches","Yes","Screen Protector","Portrait","Yes","Yes","Adhesive Backed","","Yes","142 mm x 68 mm","5 5/8"" x 2 11/16""","Limited 1-year warranty","00051128006955","1199852","http://multimedia.3m.com/mws/media/1199852O/mppgg002-nexus5x-privacy-screen-protector-package-front-tif.tif","","",""
"MPPGG001","3M™ Privacy Screen Protector for Google™ Nexus 6P             ","3M™ Privacy Screen Protector for Google™ Nexus 6P             ","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","","","","No","No","","Black","3M™","Google™","Nexus 6P","Smartphones","5.7 inches","Yes","Screen Protector","Portrait","Yes","Yes","Adhesive Backed","","Yes","155 mm x 73 mm","6 1/8"" x 2 7/8""","Limited 1-year warranty","00051128006962","1199850","http://multimedia.3m.com/mws/media/1199850O/mppgg001-nexus6p-privacy-screen-protector-package-front-tif.tif","","",""
"PFNHP005","3M™ Privacy Filter for HP® Spectre x360 13.3""","3M™ Privacy Filter for HP® Spectre x360 13.3""","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","HP®","Spectre x360 13.3""","Laptops","13.3 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","Yes","319 mm x 241 mm","12 9/16"" x 9 1/2""","Limited 1-year warranty","00051128006993","1103922","http://multimedia.3m.com/mws/media/1103922O/black-privacy-screen-protector-for-hp-folio-no-shadow.jpg","","",""
"PFTGG001","3M™ Privacy Filter for Google™ Pixel C","3M™ Privacy Filter for Google™ Pixel C","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","1:√2","Black","3M™","Google™","Pixel C","Tablets","10.2 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","","Yes","238 mm x 175 mm","9 3/8"" x 6 7/8""","Limited 1-year warranty","00051128007006","1209075","http://multimedia.3m.com/mws/media/1209075O/pftgg001-googlepixelc-34871883988-ft-rgb.png","","",""
"PFNDE003","3M™ Privacy Filter for Dell™ Latitude™ 12 7000 Series 2-in-1  Model 7275","3M™ Privacy Filter for Dell™ Latitude™ 12 7000 Series 2-in-1  Model 7275","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","Dell™","Latitude™ 12 7000 Series 2-in-1 Model 7275","Laptops","12.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","Yes","287 mm x 189 mm","11 5/16"" x 7 7/16""","Limited 1-year warranty","00051128007037","1184066","http://multimedia.3m.com/mws/media/1184066O/wireframelaptop-blackprivacy-bty.jpg","","",""
"PFNHP012","3M™ Privacy Filter for HP® Elite X2 1012","3M™ Privacy Filter for HP® Elite X2 1012","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","HP®","Elite X2 1012","Laptops","12 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","Yes","293 mm x 207 mm","11 9/16"" x 8 3/16""","Limited 1-year warranty","00051128007310","1171015","http://multimedia.3m.com/mws/media/1171015O/universalblackprivacyfilter-raisedbezelscreenfit-bty.jpg","","",""
"AFTDE001","3M™ Anti-Glare Screen Protector for Dell™ Rugged Tablet 7202","3M™ Anti-Glare Screen Protector for Dell™ Rugged Tablet 7202","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","","","","Yes","No","16:9","Clear","3M™","Dell™","Rugged Tablet 7202","Tablets","11.6 inches","Yes","Screen Protector","","No","Yes","Adhesive Backed","","Yes","290 mm x 181 mm","11 7/16"" x 7 1/8""","Limited 1-year warranty","00051128007334","872673","http://multimedia.3m.com/mws/media/1392964Z/pf160w9b-wslaptop.jpg","","",""
"PFNDE004","3M™ Privacy Filter for Dell™ Latitude™ 13 7000 Series Model 7370","3M™ Privacy Filter for Dell™ Latitude™ 13 7000 Series Model 7370","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","Dell™","Latitude™ 13 7000 Series Model 7370
XPS 13 (9350)
XPS 13 2-in-1 (9365)
XPS 13 (9360)","Laptops","13.3 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","Yes","299 mm x 187 mm","11 3/4"" x 7 3/8""","Limited 1-year warranty","00051128007341","1171015","http://multimedia.3m.com/mws/media/1171015O/universalblackprivacyfilter-raisedbezelscreenfit-bty.jpg","","",""
"PFNHP013","3MTM Privacy Filter for HP® Elitebook Folio G1","3MTM Privacy Filter for HP® Elitebook Folio G1","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","HP®","EliteBook Folio G1","Laptops","12.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","Yes","286 mm x 193 mm","11 1/4"" x 7 5/8""","Limited 1-year warranty","00051128007440","1162115"," http://multimedia.3m.com/mws/media/1162115O/chromebookpixel-black-privacy-filter-bty-rgb-150-jpg.jpg","","",""
"MPPAP010","3M™ Privacy Screen Protector for Apple® iPhone® 6 Plus/6S Plus/7 Plus","3M™ Privacy Screen Protector for Apple® iPhone® 6 Plus/6S Plus/7 Plus","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance","","","","","","","","No","Yes","","Black","3M™","Apple®","iPhone® 6 Plus/6S Plus/7 Plus","Smartphones","5.5 inches","Yes","Screen Protector","Portrait","Yes","Yes","Adhesive Backed","","Yes","70 mm x 149 mm","2 3/4"" x 5 7/8""","Limited 1-year warranty","00051128007488","1286235","http://multimedia.3m.com/mws/media/1286235O/mppap010-34871967344-ft.png","","",""
"UCPAP004","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6 Plus/6S Plus/7 Plus","3M™ Ultra Clear Screen Protector for Apple® iPhone® 6 Plus/6S Plus/7 Plus","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance","","","","","","","","","No","Yes","","Clear","3M™","Apple®","iPhone® 6 Plus/6S Plus/7 Plus","Smartphones","5.5 inches","Yes","Screen Protector","Portrait","No","Yes","Adhesive Backed","","Yes","70 mm x 149 mm","2 3/4"" x 5 7/8""","Limited 1-year warranty","00051128007501","1286248","http://multimedia.3m.com/mws/media/1286248Z/ucpap004-34871967369-ft.jpg","","",""
"PFMDE001","3M™ Privacy Filter for Dell™ U3415W Monitor","3M™ Privacy Filter for Dell™ U3415W Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","21:9","Black","3M™","
Dell™
LG ","U3415W
34UC87M-8","Monitors","34 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","796 mm x 341 mm ","31 5/16"" x 13 13/32""","Limited 1-year warranty","00051128007518","1335595","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","","",""
"MPPGG003   ","3M™ Privacy Screen Protector for Google™ Pixel Phone ","3M™ Privacy Screen Protector for Google™ Pixel Phone ","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","","","","Yes","No","","Black","3M™","Google™ ","Pixel","Smartphones","5 inches","Yes","Screen Protector ","Portrait","Yes","Yes","Adhesive Backed","","Yes","111 mm x 62 mm","4 2/5” x 2 1/2”","Limited 1-year warranty","00051128007587","1330273","http://multimedia.3m.com/mws/media/1330273Z/mppgg003-pixel-34872004337-ft-rgb-150-png.jpg","","",""
"MPPGG004","3M™ Privacy Screen Protector for Google™ Pixel XL  Phone","3M™ Privacy Screen Protector for Google™ Pixel XL  Phone","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","","","","Yes","No","","Black","3M™","Google™ ","Pixel XL","Smartphones","5.5 inches","Yes","Screen Protector ","Portrait","Yes","Yes","Adhesive Backed","","Yes","122 mm x 68 mm","4 4/5” x 2 5/7”","Limited 1-year warranty","00051128007594","1330277","http://multimedia.3m.com/mws/media/1330277Z/mppgg004-pixelplus-34872004345-ft-rgb-150-png.jpg","","",""
"PFNAP008","3M™ Privacy Filter for 15"" Apple® MacBook Pro® (2016 model)","3M™ Privacy Filter for 15"" Apple® MacBook Pro® (2016 model)","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Our thinnest privacy filter designed for today’s thinnest screens","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","8:5","Black","3M™","Apple®","MacBook Pro® 15-inch","Laptops","15.4 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","No","332 mm x 207mm","13 1/10"" x 8 1/5""","Limited 1-year warranty","00051128007600","1365369","http://multimedia.3m.com/mws/media/1365369Z/pfnap008-macbook-34872010102-ft-rgb-jpg.jpg","","",""
"PFNAP007","3M™ Privacy Filter for 13"" Apple® MacBook Pro® (2016 model)","3M™ Privacy Filter for 13"" Apple® MacBook Pro® (2016 model)","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Our thinnest privacy filter designed for today’s thinnest screens","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","8:5","Black","3M™","Apple®","MacBook Pro® 13-inch ","Laptops","13.3 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips","Widescreen","No","286 mm x 179 mm","11 1/3 ""x 7""","Limited 1-year warranty","00051128007617","1365365","http://multimedia.3m.com/mws/media/1365365Z/pfnap007-macbook-34872010094-ft-rgb-jpg.jpg","","",""
"PF315W9B","3M™ Privacy Filter for 31.5"" Widescreen Monitor (16:9)","3M™ Privacy Filter for 31.5"" Widescreen Monitor (16:9)","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","16:9","Black","3M™","","","Monitors","31.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","697mm x 392mm","27 1/2"" x 15.4""","Limited 1-year warranty","00051128007662","1335595","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","","",""
"PF340W2B","3M™ Privacy Filter for 34"" Widescreen Monitor (21:9)","3M™ Privacy Filter for 34"" Widescreen Monitor (21:9)","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","21:9","Black","3M™","","","Monitors","34 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","794mm x 340mm","31 1/3"" x 13 2/5""","Limited 1-year warranty","00051128007686","1335595","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","","",""
"HC215W9B","3M™ High Clarity Privacy Filter for 21.5"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 21.5"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:9","Black","3M™","","","Monitors","21.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","477 mm x 268 mm","18 3/4"" x 10 9/16""","Limited 1-year warranty","00051128007730","1364811","http://multimedia.3m.com/mws/media/1364811Z/hc215w9b-monitor-34872027395-ft-rgb-jpg.jpg","","",""
"HC230W9B","3M™ High Clarity Privacy Filter for 23"" Widescreen Monitor ","3M™ High Clarity Privacy Filter for 23"" Widescreen Monitor ","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","16:9","Black","3M™","","","Monitors","23 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","510 mm x 287 mm","20 1/16"" x 11 5/16""","Limited 1-year warranty","00051128007747","1364815","http://multimedia.3m.com/mws/media/1364815Z/hc230w9b-monitor-34872027403-ft-rgb-jpg.jpg","","",""
"HC240W1B","3M™ High Clarity Privacy Filter for 24"" Widescreen Monitor (16:10)","3M™ High Clarity Privacy Filter for 24"" Widescreen Monitor (16:10)","On average, 30% more clarity than standard 3M™ Black Privacy Filters","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Provides premium privacy while maintaining the glossy clarity of your monitor screen","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Glossy finish on both sides for enhanced clarity","Perfectly suited for most of today’s high-resolution monitors and displays","Reduces 35% of blue light transmission from the display","Designed to seamlessly fit within the raised bezel of your device","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance","","","","","No","No","0.67361111111111","Black","3M™","","","Monitors","24 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","519 mm x 325 mm","20 7/16"" x 12 3/4""","Limited 1-year warranty","00051128007754","1364819","http://multimedia.3m.com/mws/media/1364819Z/hc240w1b-monitor-34872027411-ft-rgb-jpg.jpg","","",""
"AGNAP001","3M™ Anti-Glare Filter for Apple® MacBook Pro® 13 (2016 model)","3M™ Anti-Glare Filter for Apple® MacBook Pro® 13 (2016 model)","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance","","","","","","","","Yes","No","8:5","Clear","3M™","Apple®","MacBook Pro® 13-inch ","Laptops","13.3 inches","Yes","Frameless","Landscape","No","Yes","Attachment Strips","Widescreen","No","286 mm x 179 mm","11 1/3 ""x7""","Limited 1-year warranty","00051128007808 ","1367532","http://multimedia.3m.com/mws/media/1367528Z/agnap001-macbookpro-34872028047-ft-rgb-jpg.jpg
","","",""
"AGNAP002","3M™ Anti-Glare Filter for Apple® MacBook Pro® 15 (2016 model)","3M™ Anti-Glare Filter for Apple® MacBook Pro® 15 (2016 model)","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance","","","","","","","","Yes","No","8:5","Clear","3M™","Apple®","MacBook Pro® 15-inch","Laptops","15.4 inches","Yes","Frameless","Landscape","No","Yes","Attachment Strips","Widescreen","No","332 mm x 207mm","13 1/10"" x 8 1/5""","Limited 1-year warranty","00051128007815","1367528","http://multimedia.3m.com/mws/media/1367532Z/agnap002-macbookpro-34872027999-ft-rgb-jpg.jpg","","",""
"PF320W9B","3M™ Privacy Filter for 32"" Widescreen Monitor","3M™ Privacy Filter for 32"" Widescreen Monitor","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","","","","","Yes","No","16:9","Black","3M™","","","Monitors","32 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","No","708mm x 398mm","27 8/9"" x 15 2/3""","Limited 1-year warranty","00051128007655","1335595","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","","",""
"PFMDE002 ","3M Privacy Filter for Dell™ OptiPlex 3240 All-In-One","3M Privacy Filter for Dell™ OptiPlex 3240 All-In-One","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","","","","","Yes","No","16:9","Black","3M™","Dell™ ","OptiPlex 3240 All-In-One
OptiPlex 5250 All-In-One","Monitors","21.5 inches","Yes","Frameless","Landscape","Yes","Yes","Attachment Strips and Slide Mount Tabs","Widescreen","Yes","476mm x 268mm ","18 2/3"" x 10 1/2""","Limited 1-year warranty","00051128008072","1335595","http://multimedia.3m.com/mws/media/1335595Z/monitors-34871995022-bty-cmyk-jpg.jpg","","",""
