"Manufacturers part number","Product Name","Main Features (Overview)","Bullet 1","Bullet 2","Bullet 3","Bullet 4","Bullet 5","Bullet 6","Bullet 7","Bullet 8","Bullet 9","Bullet 10","Bullet 11","Aspect Ratio
","Orientation
","Screen Format
","UPC ","Image URL","Additional Image URL",""
"PFTDE001","3M™ Privacy Filter for Dell™  Venue 8 Pro™","3M™ Privacy Filter for Dell™  Venue 8 Pro™","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:10","Portrait","","00051128004937","http://multimedia.3m.com/mws/media/864149O/3mtm-natural-view-and-privacy-screen-protector-for-dell.jpg","",""
"PFTDE002","3M™ Privacy Filter for Dell™ Venue™ 10/10 Pro™","3M™ Privacy Filter for Dell™ Venue™ 10/10 Pro™","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:10","Landscape","","00051128004944","http://multimedia.3m.com/mws/media/864149O/3mtm-natural-view-and-privacy-screen-protector-for-dell.jpg","",""
"PFTDE003","3M™ Privacy Filter for Dell™ Latitude™ 11 5000 Series 2-in-1","3M™ Privacy Filter for Dell™ Latitude™ 11 5000 Series 2-in-1","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","","00051128004951","http://multimedia.3m.com/mws/media/899992Z/3mtm-privacy-screen-protector-for-non-device-specific-tablet.jpg
","",""
"AGTDE003","3M™ Anti-Glare Screen Protector for Dell™ Latitude™ 11 5000 Series 2-in-1","3M™ Anti-Glare Screen Protector for Dell™ Latitude™ 11 5000 Series 2-in-1","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance","","","","16:9","","Widescreen","00051128004975","http://multimedia.3m.com/mws/media/872673Z/3mtm-nv-anti-glare-screen-protector-for-dell-xps-10-latitude.jpg","",""
"AGTDE002","3M™ Anti-Glare Screen Protector for Dell™ Venue 8 Pro™","3M™ Anti-Glare Screen Protector for Dell™ Venue 8 Pro™","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance","","","","16:10","","","00051128004982","http://multimedia.3m.com/mws/media/907355O/delltm-latitude10-tablet-nvag-screen-protector.tif","",""
"UCTDE002","3M™ Ultra Clear Screen Protector for Dell™ Venue 8 Pro™ ","3M™ Ultra Clear Screen Protector for Dell™ Venue 8 Pro™ ","Incredible high-resolution clarity","Anti-reflective technology increases display contrast","Smooth, touch-responsive surface","Gives screens a layer of durable protection from dust and scratches","Innovative stay-clean edge technology helps prevent grime from collecting on film edges ","Residue-free adhesive-backed screen protector attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","","16:10","","","00051128004999","","",""
"AG173W9B","3M™ Anti-Glare Filter for 17.3"" Widescreen Laptop","3M™ Anti-Glare Filter for 17.3"" Widescreen Laptop","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance","","","","16:9","","Widescreen","00051128006009","http://multimedia.3m.com/mws/media/1189462Z/ag173w9b-34871780689-fr-rgb-150-png.jpg","",""
"AG200W9B","3M™ Anti-Glare Filter for 20"" Widescreen Monitor ","3M™ Anti-Glare Filter for 20"" Widescreen Monitor ","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","16:9","","Widescreen","00051128006016","http://multimedia.3m.com/mws/media/935383O/3mtm-anti-glare-filter-for-desktop-monitors.jpg","",""
"AG240W9B","3M™ Anti-Glare Filter for 24"" Widescreen Monitor","3M™ Anti-Glare Filter for 24"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","16:9","","Widescreen","00051128006023","http://multimedia.3m.com/mws/media/935383O/3mtm-anti-glare-filter-for-desktop-monitors.jpg","",""
"OFMDE001","3M™ Privacy Filter for 19.5"" Widescreen Monitor  (16:10)","3M™ Privacy Filter for 19.5"" Widescreen Monitor  (16:10)","Effective ""black out"" privacy from side views outside the 60-degree viewing angle","Helps reduce reflections so you see your screen clearly with pristine image clarity","Reversible between a glossy side and glare-reducing matte ","Designed with advanced microlouver technology, creating an excellent high-resolution viewing experience","Matte surface helps reduce glare and hide fingerprints","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Designed to seamlessly fit within the raised bezel of your device","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance ","","16:10","Landscape","Widescreen","00051128006078","http://multimedia.3m.com/mws/media/1235439O/ofmde001-genericframedmonitor-34871911821.png","",""
"PFTAP007","3M™ Privacy Filter for Apple® iPad Pro® Landscape","3M™ Privacy Filter for Apple® iPad Pro® Landscape","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","4:3","Landscape","","00051128006559","http://multimedia.3m.com/mws/media/1146010O/pftap007-ipad-pro-34871810353-ft-rgb-150-png.png","",""
"PFNMS001","3M™ Privacy Filter for Microsoft® Surface® Book","3M™ Privacy Filter for Microsoft® Surface® Book","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","3:2","Landscape","Standard","00051128006566","http://multimedia.3m.com/mws/media/1150712O/pfnms001-surface-book-34871810379-ft-rgb-150-png.png","",""
"AFTAP002","3M™ Anti-Glare Screen Protector for Apple® iPad mini™ 1/2/3/4","3M™ Anti-Glare Screen Protector for Apple® iPad mini™ 1/2/3/4","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","4:3","","","00051128006580","http://multimedia.3m.com/mws/media/1174436O/ipadmini-1-2-3-4-34871828991-ft.png","",""
"PFNHP001","3M™ Privacy Filter for HP® EliteBook 840 G1 / G2","3M™ Privacy Filter for HP® EliteBook 840 G1 / G2","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128006627","http://multimedia.3m.com/mws/media/1049322O/progressive-notebook-privacy-filters.tif","",""
"GH140W9B","3M™ Gold Privacy Filter for 14"" Widescreen Laptop with High Resolution Display (1920x1080)","3M™ Gold Privacy Filter for 14"" Widescreen Laptop with High Resolution Display (1920x1080)","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Perfectly suited for most of today’s laptop devices and screen types","100% hand inspected for quality assurance ","16:9","Landscape","Widescreen","00051128006702","http://multimedia.3m.com/mws/media/1199233O/gh140w9b-goldprivacyfilter-34871863865-ft-rgb-150.png","",""
"AG236W9B","3M™ Anti-Glare Filter for 23.6"" Widescreen Monitor","3M™ Anti-Glare Filter for 23.6"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","16:9","","Widescreen","00051128006719","http://multimedia.3m.com/mws/media/1198308O/ag236w9b-3mtm-anti-glare-filter-34871862545.png","",""
"AG238W9B","3M™ Anti-Glare Filter for 23.8"" Widescreen Monitor","3M™ Anti-Glare Filter for 23.8"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","16:9","","Widescreen","00051128006726","http://multimedia.3m.com/mws/media/1198312O/ag238w9b-3mtm-anti-glare-filter-34871862560.png","",""
"AG270W9B","3M™ Anti-Glare Filter for 27"" Widescreen Monitor","3M™ Anti-Glare Filter for 27"" Widescreen Monitor","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from indoor bright lights","Enjoy a clear screen in brightly lit indoor areas, even near windows","Compatible with most touchscreen displays","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","Attaches with optically clear adhesive strips or easily removable slide mount tabs","100% hand inspected for quality assurance ","","","16:9","","Widescreen","00051128006733","http://multimedia.3m.com/mws/media/1198316O/ag270w9b-3mtm-anti-glare-filter-34871868401.png","",""
"PF270W9F","3M™ Framed Privacy Filter for 27"" Widescreen Monitor","3M™ Framed Privacy Filter for 27"" Widescreen Monitor","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Offers the best level of clarity in 3M Privacy Filters for monitors","On average, 25% more clarity than standard 3M™ Black Privacy Filters","Easy to remove for collaboration, sharing or to clean as needed","Great for high-resolution monitors","Provides the highest contrast of 3M™ Privacy Filters for monitors, creates an excellent viewing experience with whiter whites and blacker blacks","Helps reduce reflections so you see your screen with a beautiful high-contrast, high-resolution quality you expect","Gives screens a layer of added protection from dust and scratches","Reduces 35% of blue light transmission from the display","Attaches with Command® Strips or hanger arms for framed mounting","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128006764","http://multimedia.3m.com/mws/media/1216028O/pf270w9f-genericframedmonitor-34871870878-ft-rgb-150.png","",""
"PF230W9F","3M™ Framed Privacy Filter for 23.0"" Widescreen Monitor","3M™ Framed Privacy Filter for 23.0"" Widescreen Monitor","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Offers the best level of clarity in 3M Privacy Filters for monitors","On average, 25% more clarity than standard 3M™ Black Privacy Filters","Easy to remove for collaboration, sharing or to clean as needed","Great for high-resolution monitors","Provides the highest contrast of 3M™ Privacy Filters for monitors, creates an excellent viewing experience with whiter whites and blacker blacks","Helps reduce reflections so you see your screen with a beautiful high-contrast, high-resolution quality you expect","Gives screens a layer of added protection from dust and scratches","Reduces 35% of blue light transmission from the display","Attaches with Command® Strips or hanger arms for framed mounting","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128006771","http://multimedia.3m.com/mws/media/1211635O/pf230w9f-blackprivacy-34871870860-ft-rgb-150.png","",""
"PF200W9F","3M™ Framed Privacy Filter for 20"" Widescreen Monitor","3M™ Framed Privacy Filter for 20"" Widescreen Monitor","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Offers the best level of clarity in 3M Privacy Filters for monitors","On average, 25% more clarity than standard 3M™ Black Privacy Filters","Easy to remove for collaboration, sharing or to clean as needed","Great for high-resolution monitors","Provides the highest contrast of 3M™ Privacy Filters for monitors, creates an excellent viewing experience with whiter whites and blacker blacks","Helps reduce reflections so you see your screen with a beautiful high-contrast, high-resolution quality you expect","Gives screens a layer of added protection from dust and scratches","Reduces 35% of blue light transmission from the display","Attaches with Command® Strips or hanger arms for framed mounting","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128006788","http://multimedia.3m.com/mws/media/1211631O/pf200w9f-blackprivacy-34871870852-ft-rgb-150.png","",""
"PF185W9F","3M™ Framed Privacy Filter for 18.5"" Widescreen Monitor","3M™ Framed Privacy Filter for 18.5"" Widescreen Monitor","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Offers the best level of clarity in 3M Privacy Filters for monitors","On average, 25% more clarity than standard 3M™ Black Privacy Filters","Easy to remove for collaboration, sharing or to clean as needed","Great for high-resolution monitors","Provides the highest contrast of 3M™ Privacy Filters for monitors, creates an excellent viewing experience with whiter whites and blacker blacks","Helps reduce reflections so you see your screen with a beautiful high-contrast, high-resolution quality you expect","Gives screens a layer of added protection from dust and scratches","Reduces 35% of blue light transmission from the display","Attaches with Command® Strips or hanger arms for framed mounting","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128006795","http://multimedia.3m.com/mws/media/1211627O/pf185w9f-blackprivacy-34871870845-ft-rgb-150.png","",""
"PF125W9E","3M™ Privacy Filter for 12.5"" Edge-to-Edge Widescreen Laptop","3M™ Privacy Filter for 12.5"" Edge-to-Edge Widescreen Laptop","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128006801","http://multimedia.3m.com/mws/media/1199152O/pf125w9e-blackprivacyfilter-package-front-png.png","",""
"PF116W9E","3M™ Privacy Filter for 11.6"" Edge-to-Edge Widescreen Laptop","3M™ Privacy Filter for 11.6"" Edge-to-Edge Widescreen Laptop","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128006818","http://multimedia.3m.com/mws/media/1199148O/pf116w9e-blackprivacyfilter-package-front-png.png","",""
"GF220W1B","3M™ Gold Privacy Filter for 22"" Widescreen Monitor (16:10)","3M™ Gold Privacy Filter for 22"" Widescreen Monitor (16:10)","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Perfectly suited for most of today’s high-resolution monitors and displays","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance ","16:10","Landscape","Widescreen","00051128006825","http://multimedia.3m.com/mws/media/1198609O/gf220w1b-3mtm-gold-filter-34871870787.png","",""
"GF230W9B","3M™ Gold Privacy Filter for 23"" Widescreen Monitor","3M™ Gold Privacy Filter for 23"" Widescreen Monitor","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Perfectly suited for most of today’s high-resolution monitors and displays","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance ","16:9","Landscape","Widescreen","00051128006832","http://multimedia.3m.com/mws/media/1198613O/gf230w9b-3mtm-gold-filter-34871870803.png","",""
"GF240W1B","3M™ Gold Privacy Filter for 24"" Widescreen Monitor (16:10)","3M™ Gold Privacy Filter for 24"" Widescreen Monitor (16:10)","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Perfectly suited for most of today’s high-resolution monitors and displays","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance ","16:10","Landscape","Widescreen","00051128006849","http://multimedia.3m.com/mws/media/1198617O/gf240w1b-3mtm-gold-filter-34871870811.png","",""
"GF215W9B","3M™ Gold Privacy Filter for 21.5"" Widescreen Monitor ","3M™ Gold Privacy Filter for 21.5"" Widescreen Monitor ","Outside the 60-degree viewing angle, the filter projects a vibrant gold shield","On average, 25% more clarity than standard 3M™ Black Privacy Filters

","Gold, glossy finish for incredible clarity","Provides a beautiful high-contrast, high-resolution quality you expect","Perfectly suited for most of today’s high-resolution monitors and displays","Proprietary gold effect provides premium privacy with a glossy finish","Reversible between vibrant gold and a glossy black screen","Reduces 35% of blue light transmission from the display","Adds an extra layer of protection from everyday scratches and dust","Easy to attach, remove and clean","100% hand inspected for quality assurance ","16:9","Landscape","Widescreen","00051128006856","http://multimedia.3m.com/mws/media/1198605O/gf215w9b-3mtm-gold-filter-34871870829.png","",""
"MPPGG002","3M™ Privacy Screen Protector for Google™ Nexus 5X","3M™ Privacy Screen Protector for Google™ Nexus 5X","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","Portrait","","00051128006955","http://multimedia.3m.com/mws/media/1199852O/mppgg002-nexus5x-privacy-screen-protector-package-front-tif.tif","",""
"MPPGG001","3M™ Privacy Screen Protector for Google™ Nexus 6P             ","3M™ Privacy Screen Protector for Google™ Nexus 6P             ","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Effective privacy in portrait mode; change orientation for shareable screen viewing","Thin and touch-sensitive","Incredible image clarity and glossy finish","Custom fit for various phone sizes and brands","Adds an extra layer of protection from everyday scratches and dust","Residue-free adhesive-backed screen protector attaches easily and removes cleanly ","100% hand inspected for quality assurance               
","","","","","Portrait","","00051128006962","http://multimedia.3m.com/mws/media/1199850O/mppgg001-nexus6p-privacy-screen-protector-package-front-tif.tif","",""
"PFNHP005","3M™ Privacy Filter for HP® Spectre x360 13.3""","3M™ Privacy Filter for HP® Spectre x360 13.3""","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128006993","http://multimedia.3m.com/mws/media/1103922O/black-privacy-screen-protector-for-hp-folio-no-shadow.jpg","",""
"PFTGG001","3M™ Privacy Filter for Google™ Pixel C","3M™ Privacy Filter for Google™ Pixel C","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean ","Adds an extra layer of protection from everyday scratches and dust","Custom fit for some of today’s slimmest tablets","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","1:√2","Landscape","","00051128007006","http://multimedia.3m.com/mws/media/1209075O/pftgg001-googlepixelc-34871883988-ft-rgb.png","",""
"PFNDE003","3M™ Privacy Filter for Dell™ Latitude™ 12 7000 Series 2-in-1  Model 7275","3M™ Privacy Filter for Dell™ Latitude™ 12 7000 Series 2-in-1  Model 7275","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128007037","http://multimedia.3m.com/mws/media/1184066O/wireframelaptop-blackprivacy-bty.jpg","",""
"PFNHP012","3M™ Privacy Filter for HP® Elite X2 1012","3M™ Privacy Filter for HP® Elite X2 1012","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128007310","http://multimedia.3m.com/mws/media/1171015O/universalblackprivacyfilter-raisedbezelscreenfit-bty.jpg","",""
"AFTDE001","3M™ Anti-Glare Screen Protector for Dell™ Rugged Tablet 7202","3M™ Anti-Glare Screen Protector for Dell™ Rugged Tablet 7202","Diffuses light so your screen is easier to see in challenging and changing indoor lighting conditions","Helps reduce mirror-like reflections from bright lights","Lightweight, thin, frameless design","Gives screens an added layer of durable protection from dust and scratches","Matte surface cleans easily and hides fingerprints","High quality, touch-responsive matte surface feels smooth to the touch","Residue-free adhesive-backed filter attaches easily and removes cleanly","100% hand inspected for quality assurance               
","","","","16:9","","","00051128007334","http://multimedia.3m.com/mws/media/1392964Z/pf160w9b-wslaptop.jpg","",""
"PFNDE004","3M™ Privacy Filter for Dell™ Latitude™ 13 7000 Series Model 7370","3M™ Privacy Filter for Dell™ Latitude™ 13 7000 Series Model 7370","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128007341","http://multimedia.3m.com/mws/media/1171015O/universalblackprivacyfilter-raisedbezelscreenfit-bty.jpg","",""
"PFNHP013","3MTM Privacy Filter for HP® Elitebook Folio G1","3MTM Privacy Filter for HP® Elitebook Folio G1","Microlouver technology delivers world-class effective ""black out"" privacy from side views outside the 60-degree viewing angle","Ultra-thin and ultra-responsive to the touch, our thinnest privacy filter provides privacy and consistent touch responsiveness without getting in the way of using your device","Incredible image clarity","Great for high-resolution screens with higher pixel density","Notice fewer fingerprints and more of what’s on your screen ","Satin-like matte finish is smooth to the touch","Easy to attach, remove and clean","Adds an extra layer of protection from everyday scratches and dust","Custom-cut for some of today’s slimmest touchscreen devices","Reduces 35% of blue light transmission from the display","100% hand inspected for quality assurance","16:9","Landscape","Widescreen","00051128007440"," http://multimedia.3m.com/mws/media/1162115O/chromebookpixel-black-privacy-filter-bty-rgb-150-jpg.jpg","",""
