"X_REC_SPEC","PlantMaterialKey","SalesOrganization","DistributionChannel","Material","LanguageCode","LanguageCodeDesc","SkuType","DistributionChainMaterialStatus","ItemCategoryGroup","ValidDays","NewProductFlag","EndUserRequired","ReturnDirectToVendor","ReturnLimitations","ManufacturerPartNumber","MfrMaterialKey","Manufacturer","ManufacturerDesc","MaterialType","Weight","WeightUnit","DealerPrice","RetailPrice","Cat1Desc","Cat2Desc","Subcategory","CategoryCode","SubCategoryCode","NewCategoryCode","NewSubCategoryCode","Cat3Desc","Plant","Height","Width","Length","AbcIndicator","NoReturnsFlag","OversizeFlag","MediumDesc","LongDesc1","UpcEan","MasterVendor","MasterVendorName","PromoFlag","PromoExpireDate","PromoFreePartNumber","PromoMinimumQuantity","PromoFreeQuantity","PromoPrice","PromoEffectiveDate","PromoType","EcomFreePartNumber","EcomFreeQuantity","EcomMinimumQuantity","EcomSpecPrice","EcomEffDate","EcomExpireDate","EcomPromoType","WebVisibleFlag","ClassCode","CpuCd","CurrencyCode","HeavyWeightFlag","ShipCartonFlag","PartType","DealerFlag","BackOrderSwitch","NoReturnFlag","IsESDProduct","RefurbishedFlag","PalletQuantity","DirectShipOrderable","VendorInfoRequired","RestrictedFlag","WarrantyProduct","WeightDetails","SubMaterial","SubRule","QuantityBreakFlag","StatusCD","InvisibleFlag","Webswitch","DeleteFlag","RecordDate","UpdatedDate","HasModified","WebVisibleFlagMode","DeleteFlagMode","FiscalClass","EndlessAisleFlag","OriginalMaterial","VEN_END_USER_FLAG","DiscountIndicator","ResellerFlag","VMF_AUTH_REQ","Duplicate"
"US01@@9500@@10@@DC8115","US01@@DC8115","9500","10","DC8115","","","","","","","","N","","","PF200W9B","3705@@PF200W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.65","EA","80.25","181.79","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER 20IN WS 16:9","PRIVACY FILTER 20IN WS 16:9 UNFRAMED FOR LAPTOP AND LCD","51128789643","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.65@@EA","","","","","","Y","1","11/12/2017 10:34","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@GC6930","US01@@GC6930","9500","10","GC6930","","","","","","","","N","","","9021-CS","U227@@9021-CS@@","U227","3M - WORKSPACE SOLUTIONS","","0.65","EA","16.75","35.4","10","22","1022","0","99","1","79","","US01","","","","S","","","6CLIPS LENS CLEANING CLOTH","6CLIPS LENS CLEANING CLOTH 7.1INX6.3IN TWO PER BOX","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","SUPL","","US01@@.65@@EA","","","","","","Y","1","7/18/2016 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@370511","US01@@370511","9500","10","370511","","","","","","","","N","","","DL951","U227@@DL951@@","U227","3M - WORKSPACE SOLUTIONS","","3.38","EA","38.75","81.13","10","22","1022","0","99","8","3","","US01","","","","B","","","LAMINATING SYSTEM CARTRIDGE","LAMINATING SYSTEM CARTRIDGE 100FT FOR LS95 HEAT FREE LAMINATOR","21200591525","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","SUPL","","US01@@3.38@@EA","","","","","","Y","1","10/2/2017 10:16","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@DP8526","US01@@DP8526","9500","10","DP8526","","","","","","","","N","","","TP5851-20","U227@@TP5851-20@@","U227","3M - WORKSPACE SOLUTIONS","","0.08","EA","1","1.83","10","22","1022","0","99","42","11","","US01","","","","C","","","20PK BUSINESS CARD THERMAL","20PK BUSINESS CARD THERMAL POUCHES 2.3X3.7IN","21200468797","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","SUPL","","US01@@.08@@EA","","","","","","Y","1","5/19/2017 14:43","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CA1340","US01@@CA1340","9500","10","CA1340","","","","","","","","N","","","M4836A","U227@@M4836A@@","U227","3M - WORKSPACE SOLUTIONS","","20","EA","81","148.29","33","60","3360","0","99","57","98","","US01","","","","C","","","DRY ERASE BOARD MELAMINE","DRY ERASE BOARD MELAMINE ALUMINUM FRAME 48INX36IN WIDE","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","PERP","","US01@@20@@EA","","","","","","Y","1","6/29/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@Q52818","US01@@Q52818","9500","10","Q52818","","","","","","","","N","","","AKT71LE","U227@@AKT71LE@@","U227","3M - WORKSPACE SOLUTIONS","","16.2","EA","143","297.4","99","10","9910","0","99","51","46","","US01","","","","B","","","KEYBOARD TRAY STANDARD LEVER","KEYBOARD TRAY STANDARD LEVER 17.75IN TRACK  ALL-IN-ONE GEL WRIST","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@16.2@@EA","","","","","","Y","1","12/31/2017 9:39","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@2K4299","US01@@2K4299","9500","10","2K4299","","","","","","","","N","","","MS85B","U227@@MS85B@@","U227","3M - WORKSPACE SOLUTIONS","","2.1","EA","26.75","55.63","99","40","9940","0","99","1","53","","US01","","","","B","","","ADJUSTABLE MONITOR STAND","ADJUSTABLE MONITOR STAND 13.5INX10INX6IN SILVER/BLACK","76308722777","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","STND","","US01@@2.1@@EA","","","","","","Y","1","1/5/2018 9:41","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@Q52841","US01@@Q52841","9500","10","Q52841","","","","","","","","N","","","WR308BH","U227@@WR308BH@@","U227","3M - WORKSPACE SOLUTIONS","","1.05","EA","12.75","26.48","99","10","9910","0","99","51","46","","US01","","","","C","","","KEYBOARD WRIST REST CLEAR GEL","KEYBOARD WRIST REST CLEAR GEL BEACH DESIGN","51131980945","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@1.05@@EA","","","","","","Y","1","8/3/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@RA1503","US01@@RA1503","9500","10","RA1503","","","","","","","","N","","","MS110MB","U227@@MS110MB@@","U227","3M - WORKSPACE SOLUTIONS","","5.75","EA","50.75","65.99","99","40","9940","0","99","1","53","","US01","","","","C","","","MONITOR STAND DESKTOP BLACK","MONITOR STAND DESKTOP BLACK PORTRAIT/LANDSCAPE UP TO 16LBS","51135806630","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","STND","","US01@@5.75@@EA","","","","","","Y","1","12/31/2017 9:41","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@PW3722","US01@@PW3722","9500","10","PW3722","","","","","","","","N","","","MA240MB","U227@@MA240MB@@","U227","3M - WORKSPACE SOLUTIONS","","8.48","EA","160","349.75","99","40","9940","0","99","1","53","","US01","","","","C","","","MONITOR ARM DESK MOUNT BLACK","MONITOR ARM DESK MOUNT BLACK DUAL SWIVEL W/TILT UP TO 20LBS","51141359731","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","MNT","","US01@@8.48@@EA","","","","","","Y","1","4/29/2017 11:20","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3L8530","US01@@3L8530","9500","10","3L8530","","","","","","","","N","","","PFNHP001","3705@@PFNHP001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.35","EA","43","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR HP 840 AND","PRIVACY FILTER FOR HP 840 AND G1/G2","51128006627","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","9/4/2017 4:27","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3G8125","US01@@3G8125","9500","10","3G8125","","","","","","","","N","","","PF133W1B","3705@@PF133W1B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.05","EA","38.25","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FLT FOR 13.3IN WS","PRIVACY FLT FOR 13.3IN WS UNFRAMED FOR LAPTOP AND LCD","51128787151","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.05@@EA","","","","","","Y","1","7/1/2017 3:16","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@UW8415","US01@@UW8415","9500","10","UW8415","","","","","","","","N","","","AGTDETB11","3705@@AGTDETB11@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.25","EA","16","19.99","99","30","9930","0","99","1","99","","US01","","","","S","","","ANTI GLARE SCREEN FOR DELL","ANTI GLARE SCREEN FOR DELL VENUE 11 PRO","51128830598","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","PROT","","US01@@.25@@EA","","","","","","Y","1","7/18/2016 19:03","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4M2593","US01@@4M2593","9500","10","4M2593","","","","","","","","N","","","AG270W9B","3705@@AG270W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.65","EA","49.25","0","99","40","9940","0","99","51","1","","US01","","","","B","","","ANTI-GLARE FILTER FOR 27IN WS","ANTI-GLARE FILTER FOR 27IN WS 16:9 FOR DISPLAYS","","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@1.65@@EA","","","","","","Y","1","8/7/2017 9:07","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K0212","US01@@8K0212","9500","10","8K0212","","","","","","","","N","","","PF340W2B","3705@@PF340W2B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.85","EA","189","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 34IN 21:9","PRIVACY FILTER FOR 34IN 21:9 UNFRAMED LCD MONITOR","51128007686","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@1.85@@EA","","","","","","Y","1","10/19/2017 3:34","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@DC8119","US01@@DC8119","9500","10","DC8119","","","","","","","","N","","","GF116W9B","3705@@GF116W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","21.25","47.7","99","40","9940","0","99","51","1","","US01","","","","C","","","GOLD PRIVACY FILTER 11.6IN WS","GOLD PRIVACY FILTER 11.6IN WS 16:9 UNFRAMED FOR NETBOOK & LAPTOP","51128797204","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","1/1/2018 1:36","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@QY0619","US01@@QY0619","9500","10","QY0619","","","","","","","","N","","","TL902VP","U227@@TL902VP@@","U227","3M - WORKSPACE SOLUTIONS","","3.85","EA","32.5","67.5","07","35","0735","0","99","9","22","","US01","","","","B","","","THERMAL LAMINATOR BUNDLE","THERMAL LAMINATOR BUNDLE W/20 8.5X11 POUCHES(TP3854)","51141945286","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@3.85@@EA","","","","","","Y","1","12/15/2017 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1950","US01@@9U1950","9500","10","9U1950","","","","","","","","N","","","HC240W9B","3705@@HC240W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.85","EA","104","0","99","40","9940","0","99","51","1","","US01","","","","C","","","24IN HIGH CLARITY PRIVACY","24IN HIGH CLARITY PRIVACY FILTER WS 16:9 MONITOR","51128008034","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.85@@EA","","","","","","Y","1","1/12/2018 15:15","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1944","US01@@9U1944","9500","10","9U1944","","","","","","","","N","","","HCMAP002","3705@@HCMAP002@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.6","EA","114.5","0","99","40","9940","0","99","51","1","","US01","","","","C","","","HIGH CLARITY PRIVACY FILTER","HIGH CLARITY PRIVACY FILTER 27IN APPLE IMAC","51128007976","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@1.6@@EA","","","","","","Y","1","10/12/2017 6:36","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K2756","US01@@8K2756","9500","10","8K2756","","","","","","","","N","","","PF190W1F","3705@@PF190W1F@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.92","EA","150","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 19IN WS","PRIVACY FILTER FOR 19IN WS FRAMEDFOR DESKTOP DISPLAYS","51128786642","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.92@@EA","","","","","","Y","1","12/28/2017 3:40","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K2753","US01@@8K2753","9500","10","8K2753","","","","","","","","N","","","PF170C4F","3705@@PF170C4F@@","3705","3M - OPTICAL SYSTEMS DIVISION","","1.6","EA","115","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FILTER 17IN FRAMEDFOR","PRIVACY FILTER 17IN FRAMEDFOR LCD AND DESKTOP","51128775851","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@1.6@@EA","","","","","","Y","1","12/28/2017 3:40","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2202","US01@@4D2202","9500","10","4D2202","","","","","","","","N","","","PF125W9E","3705@@PF125W9E@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","31","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER 12.5IN WS 16:9","PRIVACY FILTER 12.5IN WS 16:9 UNFRAMED EDGE TO EDGE","51128006801","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","1/5/2018 9:41","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@GT9731","US01@@GT9731","9500","10","GT9731","","","","","","","","N","","","PF125W9B","3705@@PF125W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.25","EA","31","70.12","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 12.5IN WS","PRIVACY FILTER FOR 12.5IN WS 16:9 UNFRAMED FOR LAPTOP AND LCD","51128798768","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.25@@EA","","","","","","Y","1","5/19/2017 14:43","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CC4546","US01@@CC4546","9500","10","CC4546","","","","","","","","N","","","GF121W1B","3705@@GF121W1B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.1","EA","40.75","83.9","99","40","9940","0","99","51","1","","US01","","","","C","","","GOLD PRIVACY FILTER 12.1IN WS","GOLD PRIVACY FILTER 12.1IN WS UNFRAMED FOR LAPTOP","51128788851","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.1@@EA","","","","","","Y","1","1/1/2018 1:36","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@UW7612","US01@@UW7612","9500","10","UW7612","","","","","","","","N","","","AG140W9B","3705@@AG140W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.26","EA","23.5","39.99","99","40","9940","0","99","51","1","","US01","","","","C","","","ANTI-GLARE FILTER 14IN","ANTI-GLARE FILTER 14IN UNFRAMED FOR LAPTOP","51128829929","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.26@@EA","","","","","","Y","1","11/12/2017 10:42","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@UW7611","US01@@UW7611","9500","10","UW7611","","","","","","","","N","","","AG125W9B","3705@@AG125W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.25","EA","21.25","35.99","99","40","9940","0","99","51","1","","US01","","","","C","","","ANTI-GLARE FILTER 12.5IN","ANTI-GLARE FILTER 12.5IN UNFRAMED FOR LAPTOP","51128830086","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.25@@EA","","","","","","Y","1","7/13/2017 11:23","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CW6177","US01@@CW6177","9500","10","CW6177","","","","","","","","N","","","OAC150RF","U227@@OAC150RF@@","U227","3M - WORKSPACE SOLUTIONS","","0.35","EA","24.75","45.58","50","10","5010","0","99","4","99","","US01","","","","C","","","FILTRETE REPLACEMENT FILTER","FILTRETE REPLACEMENT FILTER FOR OAC150","21200474163","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.35@@EA","","","","","","Y","1","5/19/2017 14:47","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@NV8499","US01@@NV8499","9500","10","NV8499","","","","","","","","N","","","C3624LC","U227@@C3624LC@@","U227","3M - WORKSPACE SOLUTIONS","","13.8","EA","40","70.98","07","35","0735","0","99","9","22","","US01","","","","S","","","CORK BULLETIN BOARD 36X24","CORK BULLETIN BOARD 36X24 LIGHT CHERRY FINISH FRAME","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","FURN","","US01@@13.8@@EA","","","","","","Y","1","7/18/2016 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2777","US01@@CM2777","9500","10","CM2777","","","","","","","","N","","","P7248FMY","U227@@P7248FMY@@","U227","3M - WORKSPACE SOLUTIONS","","42","EA","352","829.32","33","60","3360","0","99","57","98","","US01","","","","S","","","DRY ERASE BOARD PORCELAIN 72X48","DRY ERASE BOARD PORCELAIN 72X48 MAHOGANY FINISH FRAME MAGNETIC","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","PERP","","US01@@42@@EA","","","","","","Y","1","7/18/2017 10:55","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2776","US01@@CM2776","9500","10","CM2776","","","","","","","","N","","","P4836FMY","U227@@P4836FMY@@","U227","3M - WORKSPACE SOLUTIONS","","30","EA","180","414.59","33","60","3360","0","99","57","98","","US01","","","","S","","","DRY ERASE BOARD PORCELAIN 48X36","DRY ERASE BOARD PORCELAIN 48X36 MAHOGANY FINISH FRAME","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","PERP","","US01@@30@@EA","","","","","","Y","1","10/23/2017 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@CM2789","US01@@CM2789","9500","10","CM2789","","","","","","","","N","","","M7248FMY","U227@@M7248FMY@@","U227","3M - WORKSPACE SOLUTIONS","","42","EA","190","354.35","33","60","3360","0","99","57","98","","US01","","","","S","","","DRY ERASE BOARD MELAMINE 72X48","DRY ERASE BOARD MELAMINE 72X48 FULL MAHOGANY FINISH FRAME","51141236353","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","PERP","","US01@@42@@EA","","","","","","Y","1","7/18/2016 19:01","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@Q52816","US01@@Q52816","9500","10","Q52816","","","","","","","","N","","","AKT101LE","U227@@AKT101LE@@","U227","3M - WORKSPACE SOLUTIONS","","17.52","EA","184.5","383.8","99","10","9910","0","99","51","46","","US01","","","","S","","","KEYBOARD TRAY ADJUSTABLE LEVER","KEYBOARD TRAY ADJUSTABLE LEVER 17.75IN TRACK  MOUSE PLATFORM  GEL","1.00E+13","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@17.52@@EA","","","","","","Y","1","8/29/2016 19:02","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@T32811","US01@@T32811","9500","10","T32811","","","","","","","","N","","","AKT65LE","U227@@AKT65LE@@","U227","3M - WORKSPACE SOLUTIONS","","14.85","EA","121.5","248.8","99","10","9910","0","99","51","46","","US01","","","","B","","","KEYBOARD TRAY STANDARD KNOB","KEYBOARD TRAY STANDARD KNOB 17IN TRACK  ALL-IN-ONE  NO TOOLS","21200983108","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@14.85@@EA","","","","","","Y","1","9/4/2017 6:03","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@3G8128","US01@@3G8128","9500","10","3G8128","","","","","","","","N","","","PFCMM001","3705@@PFCMM001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","11.75","0","99","40","9940","0","99","51","1","","US01","","","","S","","","PRIVACY FLT FOR 11.69W","PRIVACY FLT FOR 11.69W FRAMELESS FOR CHROMEBOOK 16:9","51128831380","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","7/1/2017 3:16","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@854372","US01@@854372","9500","10","854372","","","","","","","","N","","","EM500GPS","U227@@EM500GPS@@","U227","3M - WORKSPACE SOLUTIONS","","0.7","EA","57.25","111.28","33","60","3360","0","99","57","98","","US01","","","","B","","","ERGONOMIC MOUSE SMALL/WMEDIUM","ERGONOMIC MOUSE SMALL/WMEDIUM WIRED BLACK 6.5FT CORD","21200418341","3705","3M - OPTICAL SYSTEMS DIVISION","","0","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.7@@EA","","","","","","Y","1","12/13/2017 17:00","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K0214","US01@@8K0214","9500","10","8K0214","","","","","","","","N","","","PFNAP008","3705@@PFNAP008@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.5","EA","34","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER 15IN FOR MACBOOK","PRIVACY FILTER 15IN FOR MACBOOK PRO 2016 MODEL","51128007600","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.5@@EA","","","","","","Y","1","7/18/2017 10:49","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U1943","US01@@9U1943","9500","10","9U1943","","","","","","","","N","","","HCMAP001","3705@@HCMAP001@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.85","EA","74.25","0","99","40","9940","0","99","51","1","","US01","","","","C","","","HIGH CLARITY PRIVACY FILTER","HIGH CLARITY PRIVACY FILTER 21.5IN APPLE IMAC","51128007969","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.85@@EA","","","","","","Y","1","10/12/2017 6:43","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@8K2761","US01@@8K2761","9500","10","8K2761","","","","","","","","N","","","PF240W9F","3705@@PF240W9F@@","3705","3M - OPTICAL SYSTEMS DIVISION","","2.85","EA","161","0","99","40","9940","0","99","51","1","","US01","","","","B","","","PRIVACY FILTER FOR 24IN WS","PRIVACY FILTER FOR 24IN WS 16:9FRAMED FOR DESKTOP DISPLAYS","51128831793","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@2.85@@EA","","","","","","Y","1","10/1/2017 17:22","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@9U2903","US01@@9U2903","9500","10","9U2903","","","","","","","","N","","","HC215W9B","3705@@HC215W9B@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.8","EA","89.25","0","99","40","9940","0","99","51","1","","US01","","","","B","","","HIGH CLARITY PRIVACY FILTER FOR","HIGH CLARITY PRIVACY FILTER FOR 21.5IN WS 16:9 MONITOR","51128007730","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","B","","","","","","","","","","","99999","","","ACCS","","US01@@.8@@EA","","","","","","Y","1","1/12/2018 15:15","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2204","US01@@4D2204","9500","10","4D2204","","","","","","","","N","","","PFTDE003","3705@@PFTDE003@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","30.5","0","99","40","9940","0","99","51","1","","US01","","","","C","","","PRIVACY FILTER FOR DELL","PRIVACY FILTER FOR DELL LATITUDE 11 5000 2 IN 1","51128004951","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","C","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","7/18/2017 10:35","1/18/2018 17:39","0","1","","","","","","0","N","",""
"US01@@9500@@10@@4D2201","US01@@4D2201","9500","10","4D2201","","","","","","","","N","","","PF116W9E","3705@@PF116W9E@@","3705","3M - OPTICAL SYSTEMS DIVISION","","0.3","EA","17.75","0","99","40","9940","0","99","51","1","","US01","","","","S","","","PRIVACY FILTER 11.6IN WS 16:9","PRIVACY FILTER 11.6IN WS 16:9 UNFRAMED EDGE TO EDGE","51128006818","3705","3M - OPTICAL SYSTEMS DIVISION","","99365","","","","","","","","","","","","","","1","S","","","","","","","","","","","99999","","","ACCS","","US01@@.3@@EA","","","","","","Y","1","7/1/2017 3:16","1/18/2018 17:39","0","1","","","","","","0","N","",""
